Date,Tournament,Surface,Best of,Winner,Loser,WRank,LRank,PSW,PSL
21/06/2026,Roland Garros,Clay,5,Ostrov G.,Castell K.,150,27,12.32,1.06
21/06/2026,Roland Garros,Clay,5,Hale C.,Rossi P.,75,174,1.37,3.41
22/06/2026,Roland Garros,Clay,5,Barros X.,Jansen O.,18,96,1.81,2.12
22/06/2026,Roland Garros,Clay,5,Castell H.,Tanner W.,24,195,1.24,4.54
22/06/2026,Roland Garros,Clay,5,Mertens D.,Pires P.,120,156,1.4,3.21
22/06/2026,Roland Garros,Clay,5,Mertens F.,Novak H.,123,144,1.62,2.46
22/06/2026,Roland Garros,Clay,5,Mertens W.,Xenos Z.,135,228,1.12,7.39
22/06/2026,Roland Garros,Clay,5,Xenos I.,Gomez H.,219,63,6.17,1.16
22/06/2026,Roland Garros,Clay,5,Brook T.,Rossi A.,21,168,1.01,32.52
22/06/2026,Roland Garros,Clay,5,Xenos O.,Stahl F.,222,183,1.52,2.73
22/06/2026,Roland Garros,Clay,5,Laurent Q.,Nadeau L.,108,141,1.13,7.17
22/06/2026,Roland Garros,Clay,5,Novak Z.,Rossi N.,147,171,2.38,1.65
22/06/2026,Roland Garros,Clay,5,Jovic F.,Pires V.,99,159,1.16,6.08
22/06/2026,Roland Garros,Clay,5,Castell K.,Weiss L.,27,216,1.11,8.2
22/06/2026,Roland Garros,Clay,5,Falk N.,Tanner Y.,57,198,1.09,9.29
22/06/2026,Roland Garros,Clay,5,Holm N.,Engel Y.,87,54,3.59,1.34
22/06/2026,Roland Garros,Clay,5,Arden R.,Cerny Q.,12,36,1.4,3.2
23/06/2026,Roland Garros,Clay,5,Gomez Q.,Nadeau A.,66,138,1.21,5.04
23/06/2026,Roland Garros,Clay,5,Brook T.,Barros J.,21,15,1.57,2.59
23/06/2026,Roland Garros,Clay,5,Kovac M.,Weiss F.,105,213,1.06,12.95
23/06/2026,Roland Garros,Clay,5,Arden H.,Eklund B.,9,48,2.74,1.52
23/06/2026,Roland Garros,Clay,5,Jovic F.,Novak Z.,99,147,1.48,2.87
23/06/2026,Roland Garros,Clay,5,Ulrich Z.,Xenos I.,201,219,2.27,1.71
23/06/2026,Roland Garros,Clay,5,Lindqvist W.,Laurent Q.,117,108,1.5,2.8
23/06/2026,Roland Garros,Clay,5,Eklund M.,Mertens D.,51,120,1.19,5.42
23/06/2026,Roland Garros,Clay,5,Keller A.,Gomez H.,102,63,1.97,1.93
23/06/2026,Roland Garros,Clay,5,Falk U.,Pires G.,60,153,1.53,2.68
24/06/2026,Roland Garros,Clay,5,Hale E.,Xenos I.,78,219,1.35,3.53
24/06/2026,Roland Garros,Clay,5,Hale F.,Rossi A.,81,168,1.25,4.4
24/06/2026,Roland Garros,Clay,5,Pires G.,Mertens M.,153,126,1.84,2.08
24/06/2026,Roland Garros,Clay,5,Stahl F.,Zeller P.,183,240,1.35,3.55
24/06/2026,Roland Garros,Clay,5,Gomez Q.,Jovic F.,66,99,1.55,2.64
24/06/2026,Roland Garros,Clay,5,Castell K.,Cerny Q.,27,36,1.46,2.96
24/06/2026,Roland Garros,Clay,5,Dorn R.,Falk U.,42,60,1.67,2.34
24/06/2026,Roland Garros,Clay,5,Dorn F.,Xenos U.,39,225,1.01,32.52
24/06/2026,Roland Garros,Clay,5,Tanner N.,Rossi N.,189,171,2.55,1.58
24/06/2026,Roland Garros,Clay,5,Mertens F.,Eklund B.,123,48,3.5,1.35
25/06/2026,Roland Garros,Clay,5,Quist Z.,Mertens F.,165,123,3.02,1.44
25/06/2026,Roland Garros,Clay,5,Holm N.,Tanner V.,87,192,1.44,3.03
25/06/2026,Roland Garros,Clay,5,Abbott K.,Dorn R.,6,42,1.01,32.52
25/06/2026,Roland Garros,Clay,5,Falk U.,Hale V.,60,84,1.95,1.95
25/06/2026,Roland Garros,Clay,5,Tanner N.,Rossi N.,189,171,1.9,2.0
25/06/2026,Roland Garros,Clay,5,Castell K.,Tanner W.,27,195,1.12,7.67
25/06/2026,Roland Garros,Clay,5,Weiss F.,Ulrich Z.,213,201,2.12,1.81
25/06/2026,Roland Garros,Clay,5,Cerny Q.,Hale C.,36,75,1.5,2.81
26/06/2026,Roland Garros,Clay,5,Barros J.,Novak Z.,15,147,1.12,7.76
26/06/2026,Roland Garros,Clay,5,Ulrich Z.,Xenos Z.,201,228,1.78,2.16
26/06/2026,Roland Garros,Clay,5,Mertens O.,Cerny Q.,129,36,2.38,1.65
26/06/2026,Roland Garros,Clay,5,Abbott K.,Young X.,6,237,1.01,32.52
26/06/2026,Roland Garros,Clay,5,Pires G.,Ionescu P.,153,90,1.46,2.93
26/06/2026,Roland Garros,Clay,5,Lindqvist W.,Tanner A.,117,186,1.12,7.67
26/06/2026,Roland Garros,Clay,5,Hale F.,Mertens F.,81,123,1.73,2.24
26/06/2026,Roland Garros,Clay,5,Jansen O.,Mertens M.,96,126,1.75,2.21
26/06/2026,Roland Garros,Clay,5,Hale E.,Pires P.,78,156,1.08,10.21
26/06/2026,Roland Garros,Clay,5,Rossi A.,Xenos U.,168,225,1.27,4.17
27/06/2026,Roland Garros,Clay,5,Hale V.,Xenos I.,84,219,1.31,3.81
27/06/2026,Roland Garros,Clay,5,Hale E.,Laurent W.,78,111,1.75,2.2
27/06/2026,Roland Garros,Clay,5,Xenos Z.,Quist Z.,228,165,4.73,1.23
27/06/2026,Roland Garros,Clay,5,Dorn R.,Barros J.,42,15,3.19,1.41
27/06/2026,Roland Garros,Clay,5,Abbott E.,Varga G.,3,207,1.01,32.52
27/06/2026,Roland Garros,Clay,5,Castell K.,Ionescu P.,27,90,1.24,4.62
27/06/2026,Roland Garros,Clay,5,Abbott K.,Xenos O.,6,222,1.05,13.1
27/06/2026,Roland Garros,Clay,5,Falk N.,Keller A.,57,102,1.39,3.3
27/06/2026,Roland Garros,Clay,5,Rossi N.,Mertens D.,171,120,2.1,1.82
27/06/2026,Roland Garros,Clay,5,Lindqvist D.,Zeller P.,114,240,1.13,7.16
27/06/2026,Roland Garros,Clay,5,Pires V.,Rossi A.,159,168,2.4,1.65
27/06/2026,Roland Garros,Clay,5,Cerny Q.,Novak Z.,36,147,1.33,3.63
28/06/2026,Roland Garros,Clay,5,Mertens F.,Mertens D.,123,120,1.56,2.61
28/06/2026,Roland Garros,Clay,5,Weiss L.,Castell K.,216,27,20.38,1.02
28/06/2026,Roland Garros,Clay,5,Lindqvist D.,Quist J.,114,162,1.66,2.37
28/06/2026,Roland Garros,Clay,5,Xenos O.,Pires P.,222,156,1.56,2.59
28/06/2026,Roland Garros,Clay,5,Arden R.,Holm N.,12,87,1.36,3.45
28/06/2026,Roland Garros,Clay,5,Barros J.,Stahl C.,15,180,1.11,8.21
28/06/2026,Roland Garros,Clay,5,Engel Y.,Quist Z.,54,165,1.56,2.6
28/06/2026,Roland Garros,Clay,5,Mertens W.,Xenos U.,135,225,1.03,17.53
28/06/2026,Roland Garros,Clay,5,Cerny G.,Mertens R.,30,132,1.72,2.26
28/06/2026,Roland Garros,Clay,5,Abbott E.,Ulrich Z.,3,201,1.01,32.52
28/06/2026,Roland Garros,Clay,5,Keller A.,Xenos Z.,102,228,1.19,5.49
28/06/2026,Roland Garros,Clay,5,Rossi P.,Varga D.,174,204,1.53,2.68
28/06/2026,Roland Garros,Clay,5,Hale C.,Jovic F.,75,99,1.85,2.06
28/06/2026,Roland Garros,Clay,5,Gomez H.,Weiss F.,63,213,1.19,5.32
28/06/2026,Roland Garros,Clay,5,Dorn F.,Varga R.,39,210,1.25,4.38
29/06/2026,Halle,Grass,3,Quist J.,Xenos U.,162,225,1.47,2.92
29/06/2026,Halle,Grass,3,Young W.,Nadeau A.,234,138,7.17,1.13
29/06/2026,Halle,Grass,3,Pires V.,Holm N.,159,87,2.2,1.75
29/06/2026,Halle,Grass,3,Stahl C.,Young V.,180,231,1.27,4.23
29/06/2026,Halle,Grass,3,Dorn R.,Keller A.,42,102,1.4,3.2
29/06/2026,Halle,Grass,3,Cerny J.,Nadeau L.,33,141,1.79,2.15
29/06/2026,Halle,Grass,3,Laurent Q.,Cerny G.,108,30,1.59,2.53
29/06/2026,Halle,Grass,3,Mertens D.,Ostrov G.,120,150,1.62,2.46
30/06/2026,Halle,Grass,3,Engel Y.,Pires G.,54,153,1.91,1.99
30/06/2026,Halle,Grass,3,Castell K.,Mertens W.,27,135,1.58,2.54
30/06/2026,Halle,Grass,3,Tanner A.,Xenos O.,186,222,1.92,1.98
30/06/2026,Halle,Grass,3,Cerny Q.,Falk N.,36,57,1.3,3.87
30/06/2026,Halle,Grass,3,Duval N.,Nadeau L.,45,141,1.93,1.97
30/06/2026,Halle,Grass,3,Arden H.,Dorn R.,9,42,1.2,5.29
30/06/2026,Halle,Grass,3,Weiss F.,Lindqvist W.,213,117,3.25,1.39
30/06/2026,Halle,Grass,3,Nadeau A.,Tanner Y.,138,198,1.56,2.61
30/06/2026,Halle,Grass,3,Mertens D.,Varga G.,120,207,1.26,4.31
30/06/2026,Halle,Grass,3,Quist J.,Laurent Q.,162,108,2.43,1.63
30/06/2026,Halle,Grass,3,Gomez X.,Tanner N.,72,189,1.64,2.41
01/07/2026,Halle,Grass,3,Arden H.,Rossi N.,9,171,1.07,10.8
01/07/2026,Halle,Grass,3,Gomez U.,Mertens W.,69,135,1.35,3.49
01/07/2026,Halle,Grass,3,Quist J.,Pires G.,162,153,2.78,1.5
01/07/2026,Halle,Grass,3,Jansen D.,Stahl F.,93,183,2.0,1.9
01/07/2026,Halle,Grass,3,Varga D.,Ionescu P.,204,90,3.98,1.29
01/07/2026,Halle,Grass,3,Holm N.,Quist Z.,87,165,1.53,2.68
01/07/2026,Halle,Grass,3,Pires P.,Jansen O.,156,96,3.9,1.3
01/07/2026,Halle,Grass,3,Gomez H.,Tanner W.,63,195,1.14,6.76
01/07/2026,Halle,Grass,3,Cerny J.,Castell H.,33,24,2.09,1.83
02/07/2026,Halle,Grass,3,Castell H.,Rossi P.,24,174,1.12,7.48
02/07/2026,Halle,Grass,3,Ulrich Z.,Mertens O.,201,129,3.23,1.4
02/07/2026,Halle,Grass,3,Pires G.,Rossi Q.,153,177,1.38,3.31
02/07/2026,Halle,Grass,3,Jovic F.,Mertens R.,99,132,1.71,2.28
02/07/2026,Halle,Grass,3,Arden R.,Gomez H.,12,63,1.56,2.6
02/07/2026,Halle,Grass,3,Abbott K.,Pires P.,6,156,1.24,4.61
02/07/2026,Halle,Grass,3,Mertens D.,Nadeau L.,120,141,3.33,1.38
02/07/2026,Halle,Grass,3,Hale V.,Quist J.,84,162,1.8,2.13
02/07/2026,Halle,Grass,3,Hale F.,Tanner A.,81,186,1.13,7.24
02/07/2026,Halle,Grass,3,Novak Z.,Tanner N.,147,189,1.67,2.34
02/07/2026,Halle,Grass,3,Dorn R.,Keller A.,42,102,1.85,2.07
02/07/2026,Halle,Grass,3,Barros X.,Kovac M.,18,105,1.22,4.81
02/07/2026,Halle,Grass,3,Weiss L.,Laurent W.,216,111,2.45,1.62
03/07/2026,Halle,Grass,3,Jansen O.,Cerny G.,96,30,1.54,2.68
03/07/2026,Halle,Grass,3,Hale E.,Cerny J.,78,33,3.26,1.39
03/07/2026,Halle,Grass,3,Hale C.,Ostrov G.,75,150,1.19,5.33
03/07/2026,Halle,Grass,3,Mertens W.,Varga R.,135,210,1.57,2.58
03/07/2026,Halle,Grass,3,Brook T.,Keller A.,21,102,1.6,2.49
03/07/2026,Halle,Grass,3,Mertens R.,Quist Z.,132,165,1.45,2.99
03/07/2026,Halle,Grass,3,Novak H.,Nadeau A.,144,138,2.3,1.69
03/07/2026,Halle,Grass,3,Gomez X.,Zeller P.,72,240,1.06,11.93
03/07/2026,Halle,Grass,3,Rossi P.,Arden R.,174,12,8.09,1.11
03/07/2026,Halle,Grass,3,Ionescu P.,Jansen D.,90,93,1.55,2.63
03/07/2026,Halle,Grass,3,Duval N.,Mertens O.,45,129,1.47,2.92
03/07/2026,Halle,Grass,3,Castell H.,Quist J.,24,162,1.25,4.47
03/07/2026,Halle,Grass,3,Barros X.,Kovac M.,18,105,1.59,2.52
04/07/2026,Halle,Grass,3,Dorn F.,Abbott K.,39,6,3.04,1.44
04/07/2026,Halle,Grass,3,Rossi P.,Pires V.,174,159,2.9,1.47
04/07/2026,Halle,Grass,3,Tanner N.,Xenos Z.,189,228,1.28,4.14
04/07/2026,Halle,Grass,3,Varga R.,Weiss L.,210,216,1.82,2.1
04/07/2026,Halle,Grass,3,Mertens W.,Tanner W.,135,195,1.63,2.44
04/07/2026,Halle,Grass,3,Rossi Q.,Novak H.,177,144,2.15,1.79
04/07/2026,Halle,Grass,3,Xenos O.,Stahl F.,222,183,3.5,1.35
04/07/2026,Halle,Grass,3,Hale F.,Novak Z.,81,147,1.28,4.06
04/07/2026,Halle,Grass,3,Abbott E.,Castell H.,3,24,1.06,12.85
04/07/2026,Halle,Grass,3,Cerny Q.,Hale C.,36,75,1.28,4.14
04/07/2026,Halle,Grass,3,Hale V.,Ulrich Z.,84,201,1.5,2.81
05/07/2026,Halle,Grass,3,Hale E.,Kovac M.,78,105,2.66,1.54
05/07/2026,Halle,Grass,3,Castell K.,Gomez U.,27,69,1.91,2.0
05/07/2026,Halle,Grass,3,Mertens R.,Xenos U.,132,225,1.04,16.12
05/07/2026,Halle,Grass,3,Abbott K.,Varga R.,6,210,1.07,11.49
05/07/2026,Halle,Grass,3,Novak H.,Young W.,144,234,1.12,7.74
05/07/2026,Halle,Grass,3,Cerny Q.,Laurent W.,36,111,1.07,11.51
05/07/2026,Halle,Grass,3,Tanner W.,Young X.,195,237,1.21,5.06
05/07/2026,Halle,Grass,3,Lindqvist D.,Tanner N.,114,189,1.32,3.76
05/07/2026,Halle,Grass,3,Castell H.,Rossi P.,24,174,1.01,32.52
05/07/2026,Halle,Grass,3,Gomez Q.,Cerny J.,66,33,2.04,1.87
06/07/2026,Halle,Grass,3,Hale V.,Kovac M.,84,105,3.49,1.35
06/07/2026,Halle,Grass,3,Jovic F.,Mertens M.,99,126,1.38,3.35
06/07/2026,Halle,Grass,3,Falk N.,Mertens F.,57,123,1.31,3.85
06/07/2026,Halle,Grass,3,Novak H.,Young X.,144,237,1.1,8.39
06/07/2026,Halle,Grass,3,Mertens O.,Young W.,129,234,1.07,10.92
06/07/2026,Halle,Grass,3,Nadeau A.,Jansen O.,138,96,3.7,1.32
06/07/2026,Halle,Grass,3,Hale E.,Mertens R.,78,132,2.1,1.82
06/07/2026,Halle,Grass,3,Cerny G.,Zeller P.,30,240,1.01,32.52
06/07/2026,Halle,Grass,3,Gomez H.,Rossi Q.,63,177,1.06,11.92
06/07/2026,Halle,Grass,3,Castell H.,Stahl F.,24,183,1.12,7.56
06/07/2026,Halle,Grass,3,Gomez Q.,Tanner V.,66,192,1.17,5.93
06/07/2026,Halle,Grass,3,Rossi N.,Xenos Z.,171,228,1.13,7.08
06/07/2026,Halle,Grass,3,Duval N.,Laurent Q.,45,108,1.73,2.24
06/07/2026,Halle,Grass,3,Holm N.,Mertens W.,87,135,1.77,2.18
06/07/2026,Halle,Grass,3,Barros J.,Ostrov G.,15,150,1.01,32.52
07/07/2026,Halle,Grass,3,Tanner Y.,Xenos I.,198,219,1.59,2.54
07/07/2026,Halle,Grass,3,Gomez U.,Barros J.,69,15,6.51,1.15
07/07/2026,Halle,Grass,3,Jansen O.,Jansen D.,96,93,1.23,4.69
07/07/2026,Halle,Grass,3,Kovac M.,Arden R.,105,12,5.74,1.18
07/07/2026,Halle,Grass,3,Brook T.,Xenos O.,21,222,1.18,5.52
07/07/2026,Halle,Grass,3,Gomez X.,Falk U.,72,60,4.15,1.28
07/07/2026,Halle,Grass,3,Novak H.,Young V.,144,231,1.28,4.13
07/07/2026,Halle,Grass,3,Engel Y.,Mertens F.,54,123,1.26,4.29
07/07/2026,Halle,Grass,3,Holm N.,Nadeau A.,87,138,1.64,2.4
07/07/2026,Halle,Grass,3,Varga G.,Young W.,207,234,1.39,3.26
07/07/2026,Halle,Grass,3,Hale E.,Mertens D.,78,120,1.67,2.34
07/07/2026,Halle,Grass,3,Hale V.,Laurent W.,84,111,1.39,3.3
07/07/2026,Halle,Grass,3,Young X.,Stahl C.,237,180,5.49,1.19
07/07/2026,Halle,Grass,3,Mertens R.,Mertens W.,132,135,1.96,1.94
08/07/2026,Halle,Grass,3,Falk N.,Rossi Q.,57,177,1.23,4.79
08/07/2026,Halle,Grass,3,Xenos O.,Stahl C.,222,180,13.46,1.05
08/07/2026,Halle,Grass,3,Gomez Q.,Eklund M.,66,51,2.41,1.64
08/07/2026,Halle,Grass,3,Eklund B.,Tanner A.,48,186,1.05,13.76
08/07/2026,Halle,Grass,3,Gomez H.,Pires G.,63,153,1.69,2.31
08/07/2026,Halle,Grass,3,Varga R.,Weiss F.,210,213,2.19,1.76
08/07/2026,Halle,Grass,3,Brook T.,Lindqvist W.,21,117,1.53,2.7
08/07/2026,Halle,Grass,3,Novak Z.,Jansen D.,147,93,1.67,2.34
08/07/2026,Halle,Grass,3,Mertens O.,Varga D.,129,204,1.28,4.07
08/07/2026,Halle,Grass,3,Pires P.,Quist Z.,156,165,1.5,2.8
08/07/2026,Halle,Grass,3,Barros J.,Stahl F.,15,183,1.05,13.97
08/07/2026,Halle,Grass,3,Abbott E.,Lindqvist D.,3,114,1.03,17.89
09/07/2026,Halle,Grass,3,Eklund B.,Lindqvist D.,48,114,1.62,2.45
09/07/2026,Halle,Grass,3,Rossi N.,Weiss L.,171,216,1.26,4.37
09/07/2026,Halle,Grass,3,Gomez X.,Rossi P.,72,174,1.61,2.48
09/07/2026,Halle,Grass,3,Mertens W.,Pires V.,135,159,2.17,1.77
09/07/2026,Halle,Grass,3,Rossi Q.,Laurent W.,177,111,2.26,1.72
09/07/2026,Halle,Grass,3,Mertens M.,Dorn F.,126,39,3.41,1.37
09/07/2026,Halle,Grass,3,Nadeau A.,Xenos U.,138,225,1.2,5.3
09/07/2026,Halle,Grass,3,Abbott E.,Arden R.,3,12,1.21,4.98
09/07/2026,Halle,Grass,3,Hale F.,Holm N.,81,87,1.45,3.0
09/07/2026,Halle,Grass,3,Tanner Y.,Xenos Z.,198,228,1.17,5.77
09/07/2026,Halle,Grass,3,Jansen D.,Pires P.,93,156,2.22,1.74
09/07/2026,Halle,Grass,3,Castell K.,Tanner W.,27,195,1.34,3.59
09/07/2026,Halle,Grass,3,Tanner V.,Stahl F.,192,183,3.17,1.41
09/07/2026,Halle,Grass,3,Cerny G.,Young W.,30,234,1.01,32.52
09/07/2026,Halle,Grass,3,Abbott K.,Varga R.,6,210,1.09,9.35
10/07/2026,Halle,Grass,3,Barros X.,Gomez H.,18,63,1.31,3.78
10/07/2026,Halle,Grass,3,Hale E.,Brook T.,78,21,2.96,1.46
10/07/2026,Halle,Grass,3,Falk U.,Castell H.,60,24,2.4,1.64
10/07/2026,Halle,Grass,3,Cerny Q.,Pires P.,36,156,1.18,5.62
10/07/2026,Halle,Grass,3,Mertens D.,Tanner N.,120,189,1.2,5.25
10/07/2026,Halle,Grass,3,Gomez X.,Weiss L.,72,216,1.14,6.78
10/07/2026,Halle,Grass,3,Xenos I.,Jovic F.,219,99,5.23,1.2
10/07/2026,Halle,Grass,3,Gomez U.,Mertens O.,69,129,1.33,3.65
10/07/2026,Halle,Grass,3,Eklund B.,Mertens F.,48,123,1.13,7.25
11/07/2026,Halle,Grass,3,Barros J.,Gomez Q.,15,66,1.26,4.35
11/07/2026,Halle,Grass,3,Dorn R.,Mertens F.,42,123,1.31,3.84
11/07/2026,Halle,Grass,3,Duval N.,Novak H.,45,144,1.38,3.32
11/07/2026,Halle,Grass,3,Abbott K.,Cerny J.,6,33,1.38,3.34
11/07/2026,Halle,Grass,3,Jansen O.,Novak Z.,96,147,1.32,3.78
11/07/2026,Halle,Grass,3,Castell K.,Lindqvist W.,27,117,1.65,2.38
11/07/2026,Halle,Grass,3,Weiss L.,Varga G.,216,207,1.93,1.97
11/07/2026,Halle,Grass,3,Castell H.,Ostrov G.,24,150,1.14,6.7
11/07/2026,Halle,Grass,3,Rossi Q.,Tanner N.,177,189,1.88,2.02
11/07/2026,Halle,Grass,3,Stahl F.,Nadeau A.,183,138,2.3,1.7
11/07/2026,Halle,Grass,3,Ionescu P.,Tanner A.,90,186,1.32,3.76
11/07/2026,Halle,Grass,3,Falk N.,Hale E.,57,78,1.7,2.28
11/07/2026,Halle,Grass,3,Cerny Q.,Brook T.,36,21,1.28,4.13
12/07/2026,Halle,Grass,3,Kovac M.,Jansen D.,105,93,1.43,3.08
12/07/2026,Halle,Grass,3,Rossi N.,Xenos I.,171,219,1.22,4.9
12/07/2026,Halle,Grass,3,Hale C.,Xenos U.,75,225,1.06,12.94
12/07/2026,Halle,Grass,3,Dorn R.,Arden R.,42,12,4.23,1.27
12/07/2026,Halle,Grass,3,Cerny G.,Tanner A.,30,186,1.6,2.5
12/07/2026,Halle,Grass,3,Jovic F.,Xenos Z.,99,228,1.01,32.52
12/07/2026,Halle,Grass,3,Gomez H.,Hale E.,63,78,1.41,3.15
12/07/2026,Halle,Grass,3,Cerny J.,Mertens W.,33,135,1.46,2.94
13/07/2026,Halle,Grass,3,Cerny J.,Tanner W.,33,195,1.26,4.32
13/07/2026,Halle,Grass,3,Castell H.,Mertens M.,24,126,1.28,4.11
13/07/2026,Halle,Grass,3,Abbott K.,Nadeau L.,6,141,1.17,5.97
13/07/2026,Halle,Grass,3,Jansen D.,Hale F.,93,81,3.87,1.3
13/07/2026,Halle,Grass,3,Castell K.,Gomez X.,27,72,1.75,2.21
13/07/2026,Halle,Grass,3,Xenos U.,Young X.,225,237,1.62,2.46
13/07/2026,Halle,Grass,3,Duval N.,Hale V.,45,84,1.33,3.68
13/07/2026,Halle,Grass,3,Stahl C.,Varga R.,180,210,1.49,2.83
13/07/2026,Halle,Grass,3,Weiss F.,Novak Z.,213,147,2.38,1.65
13/07/2026,Halle,Grass,3,Lindqvist D.,Pires P.,114,156,1.77,2.17
13/07/2026,Halle,Grass,3,Mertens R.,Xenos O.,132,222,1.08,9.88
14/07/2026,Halle,Grass,3,Cerny J.,Stahl C.,33,180,1.25,4.41
14/07/2026,Halle,Grass,3,Dorn R.,Keller A.,42,102,1.63,2.43
14/07/2026,Halle,Grass,3,Arden R.,Nadeau L.,12,141,1.45,2.99
14/07/2026,Halle,Grass,3,Abbott K.,Xenos I.,6,219,1.03,17.58
14/07/2026,Halle,Grass,3,Eklund M.,Castell H.,51,24,2.09,1.83
14/07/2026,Halle,Grass,3,Hale F.,Varga G.,81,207,1.18,5.7
14/07/2026,Halle,Grass,3,Rossi N.,Lindqvist W.,171,117,3.58,1.34
14/07/2026,Halle,Grass,3,Pires P.,Novak H.,156,144,1.6,2.5
14/07/2026,Halle,Grass,3,Eklund B.,Ionescu P.,48,90,1.4,3.21
14/07/2026,Halle,Grass,3,Tanner A.,Rossi Q.,186,177,1.8,2.13
14/07/2026,Halle,Grass,3,Zeller P.,Tanner W.,240,195,10.93,1.07
14/07/2026,Halle,Grass,3,Duval N.,Weiss L.,45,216,1.2,5.29
14/07/2026,Halle,Grass,3,Gomez U.,Hale V.,69,84,1.34,3.57
14/07/2026,Halle,Grass,3,Weiss F.,Tanner V.,213,192,1.62,2.46
14/07/2026,Halle,Grass,3,Cerny Q.,Nadeau A.,36,138,1.14,6.88
15/07/2026,Halle,Grass,3,Novak Z.,Varga R.,147,210,1.61,2.48
15/07/2026,Halle,Grass,3,Falk U.,Tanner V.,60,192,1.2,5.24
15/07/2026,Halle,Grass,3,Quist J.,Quist Z.,162,165,1.68,2.33
15/07/2026,Halle,Grass,3,Gomez Q.,Xenos I.,66,219,1.01,26.11
15/07/2026,Halle,Grass,3,Arden H.,Young V.,9,231,1.16,6.15
15/07/2026,Halle,Grass,3,Cerny Q.,Xenos Z.,36,228,1.01,32.52
15/07/2026,Halle,Grass,3,Barros X.,Dorn F.,18,39,1.69,2.31
15/07/2026,Halle,Grass,3,Lindqvist W.,Mertens D.,117,120,1.75,2.21
15/07/2026,Halle,Grass,3,Ostrov G.,Tanner A.,150,186,2.12,1.81
15/07/2026,Halle,Grass,3,Nadeau L.,Gomez U.,141,69,2.68,1.53
15/07/2026,Halle,Grass,3,Duval N.,Varga G.,45,207,1.01,32.52
15/07/2026,Halle,Grass,3,Engel Y.,Holm N.,54,87,1.73,2.25
15/07/2026,Halle,Grass,3,Arden R.,Xenos U.,12,225,1.01,32.52
15/07/2026,Halle,Grass,3,Varga D.,Eklund B.,204,48,18.77,1.03
16/07/2026,Halle,Grass,3,Gomez Q.,Kovac M.,66,105,1.51,2.76
16/07/2026,Halle,Grass,3,Pires G.,Cerny J.,153,33,2.02,1.88
16/07/2026,Halle,Grass,3,Laurent Q.,Duval N.,108,45,2.02,1.89
16/07/2026,Halle,Grass,3,Holm N.,Nadeau L.,87,141,2.33,1.68
16/07/2026,Halle,Grass,3,Abbott K.,Tanner V.,6,192,1.01,32.52
16/07/2026,Halle,Grass,3,Pires P.,Gomez U.,156,69,2.42,1.63
16/07/2026,Halle,Grass,3,Ionescu P.,Varga D.,90,204,1.27,4.16
16/07/2026,Halle,Grass,3,Barros J.,Pires V.,15,159,1.01,32.52
16/07/2026,Halle,Grass,3,Quist Z.,Xenos Z.,165,228,1.02,21.36
16/07/2026,Halle,Grass,3,Engel Y.,Xenos O.,54,222,1.05,14.61
16/07/2026,Halle,Grass,3,Rossi P.,Brook T.,174,21,4.7,1.23
16/07/2026,Halle,Grass,3,Mertens W.,Tanner W.,135,195,1.85,2.06
17/07/2026,Halle,Grass,3,Dorn R.,Hale C.,42,75,2.11,1.81
17/07/2026,Halle,Grass,3,Nadeau L.,Laurent W.,141,111,1.27,4.25
17/07/2026,Halle,Grass,3,Pires V.,Tanner N.,159,189,1.32,3.71
17/07/2026,Halle,Grass,3,Engel Y.,Quist J.,54,162,1.3,3.91
17/07/2026,Halle,Grass,3,Gomez Q.,Tanner W.,66,195,1.12,7.51
17/07/2026,Halle,Grass,3,Kovac M.,Barros X.,105,18,2.94,1.46
17/07/2026,Halle,Grass,3,Lindqvist W.,Mertens O.,117,129,1.84,2.07
17/07/2026,Halle,Grass,3,Gomez X.,Young V.,72,231,1.18,5.72
17/07/2026,Halle,Grass,3,Novak Z.,Weiss L.,147,216,1.32,3.75
17/07/2026,Halle,Grass,3,Cerny Q.,Dorn F.,36,39,1.57,2.59
17/07/2026,Halle,Grass,3,Stahl F.,Young X.,183,237,1.22,4.87
17/07/2026,Halle,Grass,3,Mertens R.,Weiss F.,132,213,1.37,3.41
18/07/2026,Halle,Grass,3,Mertens O.,Young X.,129,237,1.25,4.43
18/07/2026,Halle,Grass,3,Abbott E.,Ostrov G.,3,150,1.01,32.52
18/07/2026,Halle,Grass,3,Rossi Q.,Xenos U.,177,225,1.3,3.92
18/07/2026,Halle,Grass,3,Abbott K.,Hale C.,6,75,1.25,4.4
18/07/2026,Halle,Grass,3,Ulrich Z.,Zeller P.,201,240,1.12,7.6
18/07/2026,Halle,Grass,3,Cerny G.,Falk N.,30,57,2.46,1.62
18/07/2026,Halle,Grass,3,Arden H.,Rossi P.,9,174,1.06,11.99
18/07/2026,Halle,Grass,3,Cerny J.,Mertens M.,33,126,1.37,3.38
18/07/2026,Halle,Grass,3,Nadeau L.,Keller A.,141,102,1.41,3.19
18/07/2026,Halle,Grass,3,Gomez U.,Rossi N.,69,171,1.16,6.2
18/07/2026,Halle,Grass,3,Jansen D.,Pires P.,93,156,2.28,1.71
18/07/2026,Halle,Grass,3,Mertens W.,Gomez H.,135,63,3.38,1.37
18/07/2026,Halle,Grass,3,Holm N.,Tanner N.,87,189,1.21,5.12
19/07/2026,Halle,Grass,3,Cerny Q.,Rossi P.,36,174,1.09,9.11
